url,domain,target_brand_domain,critical_sector_entity_name,source_label,source_file,source_row,detection_date,evidence_file,sandbox_verdict,sandbox_reason,application_id,source_of_detection,having_ip,have_at_symbol,url_length,url_depth,redirection,http_domain,tiny_url,prefix_suffix,digit_count,special_char_count,entropy,lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,matched_brand_domain,registered_domain,dns_check_pass,dns_resolves_to_ip,resolved_ips,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,page_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,brand_token_or_logo_present,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,visual_brand_domain_mismatch,favicon_hash,favicon_hash_matches_target_brand,favicon_hash_matches_known_phish,html_dom_hash,html_dom_hash_matches_known_phish,same_html_hash_domain_count_7d,fetch_status_code,fetch_error,dns_error,tls_error,dns_status,http_status,tls_status,page_status,rdap_status,whois_status,extraction_status,high_lexical_similarity,no_login_form,no_brand_visual_claim,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,label_conflict,include_in_ml,label
https://fable-axis.ru,fable-axis.ru,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,12,03-05-2026,,,,,local_lexical_candidates,0,0,21,0,0,0,0,1,0,1,4.011365041826379,0.85,0,0.85,0,0,0,0,axis.bank.in,fable-axis.ru,1,1,51.210.247.54,0,0,6,-1,33,332,6,6,0,1,0,-1,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,,0,0,2ff403f29af51e36,0,2,200,,AAAA:NoAnswer;CNAME:NoAnswer,SSLCertVerificationError,success,success,invalid,success,unavailable,success,partial,1,0,1,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,0,1,0
https://fintechssa.com,fintechssa.com,sac.gov.in,,unlabeled,cse_pu_candidates.csv,13,03-05-2026,,,,,local_lexical_candidates,0,0,22,0,0,0,0,0,0,0,3.7544418457133455,0.85,0,0.85,0,0,1,0,sac.gov.in,fintechssa.com,1,1,128.203.103.224,0,0,6,-1,32,1064,8,6,0,1,1,24,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,f8c19725cb36cc1a,0,0,97026d8dd989dbb4,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0
https://incomeliquidai.world,incomeliquidai.world,incometax.gov.in,Income Tax Department,unlabeled,cse_pu_candidates.csv,14,03-05-2026,,,,,local_lexical_candidates,0,0,28,0,0,0,0,0,0,0,4.164497779200461,0.85,0,0.85,0,0,0,0,incometax.gov.in,incomeliquidai.world,1,1,104.21.56.101;172.67.183.195;2606:4700:3037::6815:3865;2606:4700:3037::ac43:b7c3,0,0,8,-1,31,334,4,8,0,1,1,31,-1,1,1,0,0,1,1,0,0,1,0,0,1,1,,0,0,76eb0a57b0db13ab,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://indiandie.com,indiandie.com,iocl.com,Indian Oil Corporation Limited (IOCL),unlabeled,cse_pu_candidates.csv,15,03-05-2026,,,,,local_lexical_candidates,0,0,21,0,0,0,0,0,0,0,3.7849418274376427,0.85,0,0.85,0,0,0,0,iocl.com,indiandie.com,1,1,2a02:4780:11:1428:0:ec9:3b68:10;46.28.45.209,0,0,4,-1,32,333,8,4,0,1,1,19,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,c476e4d71a993b88,0,0,0189068addc98648,0,2,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0
https://indigo-axis.ru,indigo-axis.ru,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,16,03-05-2026,,,,,local_lexical_candidates,0,0,22,0,0,0,0,1,0,1,3.970573095811685,0.85,0,0.85,0,0,0,0,axis.bank.in,indigo-axis.ru,1,1,142.44.241.236,0,0,6,-1,33,332,6,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,a80124a6bde254d4,0,5,403,,AAAA:NoAnswer;CNAME:NoAnswer,SSLCertVerificationError,success,http_403,invalid,success,unavailable,success,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
https://kemsonline.com,kemsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),unlabeled,cse_pu_candidates.csv,17,03-05-2026,,,,,local_lexical_candidates,0,0,22,0,0,0,0,0,0,0,3.8230679822736615,0.857143,2,0.857143,0,0,1,0,camsonline.com,kemsonline.com,1,1,2.57.91.91,0,0,4,-1,32,333,6,4,1,1,1,32,-1,1,1,0,0,1,0,0,0,1,0,0,1,1,,0,0,62d827012f87b261,0,5,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://med-axis.kz,med-axis.kz,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,18,03-05-2026,,,,,local_lexical_candidates,0,0,19,0,0,0,0,1,0,1,3.9321380397593755,0.85,0,0.85,0,0,0,0,axis.bank.in,med-axis.kz,1,1,216.198.79.65;64.29.17.1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,32,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,,0,0,eead69575ffd3fff,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,unavailable,error,partial,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://qjiog.com,qjiog.com,jio.com,Jio,unlabeled,cse_pu_candidates.csv,19,03-05-2026,,,,,local_lexical_candidates,0,0,17,0,0,0,0,0,0,0,3.7345216647797517,0.875,0,0.875,0,0,0,0,jio.com,qjiog.com,1,1,191.214.163.43,0,0,6,-1,32,333,6,-1,0,1,1,20,-1,1,1,2,0,1,1,0,1,0,0,0,0,0,c1b7457e155a155a,0,0,6ca7789915e90fa5,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,1,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,0,1,0
https://quaranta-sbi.ch,quaranta-sbi.ch,onlinesbi.sbi.bank.in,,unlabeled,cse_pu_candidates.csv,20,03-05-2026,,,,,local_lexical_candidates,0,0,23,0,0,0,0,1,0,1,3.8492239123906247,0.85,0,0.85,0,0,0,0,onlinesbi.sbi.bank.in,quaranta-sbi.ch,1,1,217.26.60.81;2a00:d70:0:b:2002:0:d91a:3c51,0,0,-1,-1,-1,-1,-1,-1,0,1,1,31,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,a80124a6bde254d4,0,5,403,,CNAME:NoAnswer,,success,http_403,success,success,unavailable,success,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
https://rbi.kaufen,rbi.kaufen,rbi.org.in,,unlabeled,cse_pu_candidates.csv,21,03-05-2026,,,,,local_lexical_candidates,0,0,18,0,0,0,0,0,0,0,3.9477027792200903,1.0,0,1.0,0,0,0,0,rbi.org.in,rbi.kaufen,1,1,91.195.240.123,0,0,6,-1,32,333,6,-1,1,1,1,31,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,436,,AAAA:NoAnswer;CNAME:NoAnswer,,success,http_436,success,empty,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
https://sibfm.com,sibfm.com,sbimf.com,,unlabeled,cse_pu_candidates.csv,22,03-05-2026,,,,,local_lexical_candidates,0,0,17,0,0,0,0,0,0,0,3.6168746059562222,0.777778,3,0.777778,0,0,1,0,sbimf.com,sibfm.com,1,1,173.249.187.111,0,0,6,-1,32,333,6,-1,0,1,0,-1,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,76e7092ff5389649,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,SSLCertVerificationError,success,success,invalid,success,success,skipped,partial,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0
https://sicadu.com,sicadu.com,sbicard.com,,unlabeled,cse_pu_candidates.csv,23,03-05-2026,,,,,local_lexical_candidates,0,0,18,0,0,0,0,0,0,0,3.725480556997868,0.857143,3,0.857143,0,0,1,0,sbicard.com,sicadu.com,1,1,199.188.201.223,0,0,4,-1,32,333,6,-1,0,1,0,-1,-1,1,1,0,0,1,1,0,0,0,1,0,0,0,cc31649971ee519b,0,0,f6e1dfb696d32dd5,0,2,200,,AAAA:NoAnswer;CNAME:NoAnswer,SSLCertVerificationError,success,success,invalid,success,success,skipped,partial,1,0,1,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,0,1,0
https://vortex-axis.ru,vortex-axis.ru,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,24,03-05-2026,,,,,local_lexical_candidates,0,0,22,0,0,0,0,1,0,1,3.8796640049025943,0.85,0,0.85,0,0,0,0,axis.bank.in,vortex-axis.ru,1,1,51.75.202.145,0,0,6,-1,33,332,6,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,a80124a6bde254d4,0,5,403,,AAAA:NoAnswer;CNAME:NoAnswer,SSLCertVerificationError,success,http_403,invalid,success,unavailable,success,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
https://vuidai.com,vuidai.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unlabeled,cse_pu_candidates.csv,25,03-05-2026,,,,,local_lexical_candidates,0,0,18,0,0,0,0,0,0,0,3.836591668108979,0.909091,0,0.909091,0,0,0,0,uidai.gov.in,vuidai.com,1,1,91.195.240.123,0,0,6,-1,32,333,6,-1,1,1,1,32,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,436,,AAAA:NoAnswer;CNAME:NoAnswer,,success,http_436,success,empty,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
https://xn--vakantiehuisren-pnb.be,xn--vakantiehuisren-pnb.be,pnb.bank.in,Punjab National Bank (PNB),unlabeled,cse_pu_candidates.csv,26,03-05-2026,,,,,local_lexical_candidates,0,0,34,0,0,0,0,1,0,3,4.02085512047121,0.85,0,0.85,0,0,0,0,pnb.bank.in,xn--vakantiehuisren-pnb.be,1,1,185.230.63.107;185.230.63.171;185.230.63.186,0,0,6,-1,46,-1,-1,-1,0,1,1,46,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,b333cc9999268b99,0,0,2a6d060005a7c7e4,0,1,404,,AAAA:NoAnswer;CNAME:NoAnswer,,success,http_404,success,success,unavailable,success,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
https://insightaxis.org/,insightaxis.org,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,27,03-05-2026,,,,,local_lexical_candidates,0,0,24,1,0,0,0,0,0,0,3.6258145836939115,0.85,0,0.85,0,0,0,0,axis.bank.in,insightaxis.org,1,1,13.248.243.5;76.223.105.230,0,0,6,-1,32,333,8,8,1,1,1,10,-1,1,1,0,0,1,0,0,0,1,0,0,1,1,,0,0,67109d3e8af6e341,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://axismalaysia-com.l.ink/,axismalaysia-com.l.ink,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,28,03-05-2026,,,,,local_lexical_candidates,0,0,31,1,0,0,0,1,0,1,3.977916874693636,0.85,0,0.85,1,0,1,1,axis.bank.in,l.ink,1,1,34.223.35.249;44.236.33.218,1,1,6,-1,1580,2072,4,-1,0,1,1,62,-1,1,1,0,0,1,0,0,0,1,1,0,1,1,,0,0,f1d8b2775072733f,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://cannabra.com,cannabra.com,canarabank.com,Canara Bank,unlabeled,cse_pu_candidates.csv,36,03-05-2026,,,,,local_lexical_candidates,0,0,20,0,0,0,0,0,0,0,3.684183719779189,0.769231,3,0.769231,0,0,1,0,canarabank.com,cannabra.com,1,1,2600:1f18:4ae:c605:f094:2a0a:4985:526e;2600:1f18:4ae:c606:def:b9d9:eb9e:7766;52.201.53.166;98.82.42.139,0,0,6,-1,32,333,6,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,TimeoutError,CNAME:NoAnswer,OSError,success,error,error,empty,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
https://sbindi.com,sbindi.com,onlinesbi.sbi.bank.in,,unlabeled,cse_pu_candidates.csv,42,03-05-2026,,,,,local_lexical_candidates,0,0,18,0,0,0,0,0,0,0,3.725480556997868,0.85,0,0.85,0,0,0,0,onlinesbi.sbi.bank.in,sbindi.com,1,1,208.91.197.132,0,0,6,-1,32,333,8,-1,0,1,1,3,-1,1,1,0,0,1,0,0,0,1,1,1,1,1,949e6c9f03d899c5,0,0,612e09319271f9c4,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://airtiz.net,airtiz.net,airindia.com,Air India,unlabeled,cse_pu_candidates.csv,46,03-05-2026,,,,,local_lexical_candidates,0,0,18,0,0,0,0,0,0,0,3.503258334775646,0.85,0,0.85,0,0,0,0,airindia.com,airtiz.net,1,1,104.21.4.77;172.67.131.202;2606:4700:3030::6815:44d;2606:4700:3030::ac43:83ca,0,0,8,-1,29,336,6,8,0,1,1,29,-1,1,1,0,0,1,0,0,0,1,0,0,1,1,,0,0,93142c25ad4fdb36,0,2,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://ajiraexpress.com,ajiraexpress.com,airindiaexpress.com,,unlabeled,cse_pu_candidates.csv,47,03-05-2026,,,,,local_lexical_candidates,0,0,24,0,0,0,0,0,0,0,3.886842188131012,0.857143,5,0.857143,0,0,1,0,airindiaexpress.com,ajiraexpress.com,1,1,104.21.93.200;172.67.214.91;2606:4700:3031::6815:5dc8;2606:4700:3031::ac43:d65b,0,0,8,-1,341,24,6,-1,0,1,1,29,-1,1,1,1,0,1,1,1,0,0,1,0,0,0,f9c7cfc6cc093490,0,0,79fe539dcc15c7b5,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,1,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,0,1,0
https://art-axis.art,art-axis.art,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,48,03-05-2026,,,,,local_lexical_candidates,0,0,20,0,0,0,0,1,0,1,3.3841837197791893,0.85,0,0.85,0,0,0,0,axis.bank.in,art-axis.art,1,1,185.158.133.1,0,0,6,-1,29,336,6,-1,0,1,1,29,-1,1,1,0,0,1,0,0,0,1,0,0,1,1,9a65659bcd653298,0,0,c4c309ebc4fca857,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://axis-fluxrad.com,axis-fluxrad.com,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,49,03-05-2026,,,,,local_lexical_candidates,0,0,24,0,0,0,0,1,0,1,4.16829583405449,0.85,0,0.85,0,0,0,0,axis.bank.in,axis-fluxrad.com,1,1,179.43.172.253,0,0,6,-1,139,226,6,-1,0,1,1,30,-1,1,1,0,0,1,1,0,0,1,1,0,1,1,,0,0,6d610b5de4c8aa00,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://axis-grandhiraki.com,axis-grandhiraki.com,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,50,03-05-2026,,,,,local_lexical_candidates,0,0,28,0,0,0,0,1,0,1,4.110577243331642,0.85,0,0.85,0,0,0,0,axis.bank.in,axis-grandhiraki.com,1,1,172.233.219.123;172.233.219.49;172.233.219.78;172.237.146.25;172.237.146.38;172.237.146.8,0,0,6,-1,3320,332,6,-1,1,1,1,32,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,d6651e40ec1d53eb,0,11,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0
https://axis-mobfintech.com,axis-mobfintech.com,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,51,03-05-2026,,,,,local_lexical_candidates,0,0,27,0,0,0,0,1,0,1,4.060262039120377,0.85,0,0.85,0,0,0,0,axis.bank.in,axis-mobfintech.com,1,1,45.152.46.97,0,0,8,-1,2196,360,6,-1,0,1,1,48,-1,1,1,0,0,1,1,0,0,1,1,1,1,1,d1c9ae3633c95136,0,0,e84a0f67a38a2f6b,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://axis-modelmgmt.com,axis-modelmgmt.com,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,52,03-05-2026,,,,,local_lexical_candidates,0,0,26,0,0,0,1,1,0,1,3.9790978911348054,0.85,0,0.85,0,0,0,0,axis.bank.in,axis-modelmgmt.com,1,1,5.188.130.118,0,0,6,-1,30,335,6,-1,0,1,1,28,-1,1,1,0,0,1,0,0,0,1,1,1,1,1,0000000000000000,0,0,9c1f4b906da92183,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1
https://axis-nextbase.digital,axis-nextbase.digital,axis.bank.in,Axis Bank,unlabeled,cse_pu_candidates.csv,53,03-05-2026,,,,,local_lexical_candidates,0,0,29,0,0,0,0,1,0,1,3.8833374604210062,0.85,0,0.85,0,0,0,0,axis.bank.in,axis-nextbase.digital,1,1,104.21.91.229;172.67.181.66;2606:4700:3031::ac43:b542;2606:4700:3037::6815:5be5,0,0,8,-1,145,220,4,-1,0,1,1,30,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5edf141b5e9a8716,0,1,404,,CNAME:NoAnswer,,success,http_404,success,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
