url,domain,target_brand_domain,critical_sector_entity_name,source_label,source_file,source_row,detection_date,evidence_file,sandbox_verdict,sandbox_reason,application_id,source_of_detection,having_ip,have_at_symbol,url_length,url_depth,redirection,http_domain,tiny_url,prefix_suffix,digit_count,special_char_count,entropy,lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,matched_brand_domain,registered_domain,dns_check_pass,dns_resolves_to_ip,resolved_ips,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,page_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,brand_token_or_logo_present,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,visual_brand_domain_mismatch,favicon_hash,favicon_hash_matches_target_brand,favicon_hash_matches_known_phish,html_dom_hash,html_dom_hash_matches_known_phish,same_html_hash_domain_count_7d,fetch_status_code,fetch_error,dns_error,tls_error,dns_status,http_status,tls_status,page_status,rdap_status,whois_status,extraction_status,high_lexical_similarity,no_login_form,no_brand_visual_claim,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,label_conflict,include_in_ml,label,pu_training_role,pu_cv_role,pu_cv_fold,pu_cv_score,pu_cv_prediction
http://usaincometaxprep.com,usaincometaxprep.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,8,,,,,,,0,0,27,0,0,0,0,0,0,0,3.9582291686698783,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,usaincometaxprep.com,1,1,2001:4860:4802:32::15;2001:4860:4802:34::15;2001:4860:4802:36::15;2001:4860:4802:38::15;216.239.32.21;216.239.34.21;216.239.36.21;216.239.38.21,0,0,6,-1,38,327,4,8,0,1,1,38,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,,0,0,8b5ab79f16884592,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive_validation,positive,2,1.0,1
http://irctcticket.net,irctcticket.net,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,9,,,,,,,0,0,22,0,0,0,0,0,0,0,3.2655833228877333,0.85,0,0.85,0,0,0,0,irctc.co.in,irctcticket.net,1,1,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,0,0,8,-1,39,326,6,6,1,1,1,39,-1,1,1,1,0,1,0,0,0,1,1,0,1,1,c0971063bf981f73,0,0,3ec793862d8ac0f6,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,4,1.0,1
http://airtelrcspartner.com,airtelrcspartner.com,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,10,,,,,,,0,0,27,0,0,0,0,0,0,0,3.7919245392005054,0.85,0,0.85,0,0,0,0,airindia.com,airtelrcspartner.com,1,1,206.1.25.12,0,0,6,-1,38,1788,8,-1,0,1,1,6,-1,1,1,2,0,1,1,1,0,1,1,0,1,1,c08d497f6e9a24e9,0,0,5e3c3c9dfe377326,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,password input plus brand token/logo evidence,0,1,1,positive_validation,positive,2,1.0,1
http://uidaimyaadharcard.com,uidaimyaadharcard.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,11,,,,,,,0,0,28,0,0,0,0,0,0,0,3.72290749432188,0.85,0,0.85,0,0,0,0,uidai.gov.in,uidaimyaadharcard.com,1,1,104.21.89.132;172.67.189.74;2606:4700:3031::ac43:bd4a;2606:4700:3037::6815:5984,0,0,8,-1,38,327,4,-1,0,1,1,38,-1,1,1,0,0,1,1,0,0,1,0,0,1,1,,0,0,e1b487fb8d1fe857,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,2,1.0,1
http://wingsairindia.com,wingsairindia.com,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,12,,,,,,,0,0,24,0,0,0,0,0,0,0,3.9182958340544896,0.85,0,0.85,0,0,0,0,airindia.com,wingsairindia.com,1,1,13.248.243.5;76.223.105.230,0,0,6,-1,38,327,8,8,1,1,1,35,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,969738de61618667,0,0,2770e9c4a40c54ba,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,2,1.0,1
http://cuidaiapp.com,cuidaiapp.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,13,,,,,,,0,0,20,0,0,0,0,0,0,0,3.584183719779189,0.85,0,0.85,0,0,0,0,uidai.gov.in,cuidaiapp.com,1,1,104.21.21.46;172.67.196.103;2606:4700:3033::ac43:c467;2606:4700:3035::6815:152e,0,0,8,-1,38,327,6,-1,0,1,1,34,-1,1,1,1,1,1,0,0,0,1,0,0,1,1,,0,0,f61e1d769523266c,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,4,1.0,1
http://airteltanlarcs.com,airteltanlarcs.com,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,14,,,,,,,0,0,25,0,0,0,0,0,0,0,3.813660689688186,0.85,0,0.85,0,0,0,0,airindia.com,airteltanlarcs.com,1,1,15.197.148.33;3.33.130.190,0,0,6,-1,38,1788,8,8,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,f5377ba677eb9f99,0,144,403,,AAAA:NoAnswer;CNAME:NoAnswer,SSLEOFError,success,http_403,invalid,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,reliable_negative,reliable_negative,3,0.001479513617863437,0
http://ejincometaxpreperation.com,ejincometaxpreperation.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,15,,,,,,,0,0,33,0,0,0,0,0,0,0,3.847128210136425,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,ejincometaxpreperation.com,1,1,209.17.116.160,0,0,6,-1,66,299,8,6,0,1,1,66,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,646823b1d52f7d20,0,1,403,,AAAA:NoAnswer;CNAME:NoAnswer,,success,http_403,success,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,,,,
http://lmincometaxservices.com,lmincometaxservices.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,16,,,,,,,0,0,30,0,0,0,0,0,0,0,4.0062389286533895,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,lmincometaxservices.com,1,1,186.227.199.114,0,0,6,-1,66,299,6,-1,0,1,1,6,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,,0,0,3319287715842b32,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive_validation,positive,1,1.0,1
http://careicicibank.com,careicicibank.com,infiniti.icicibank.com,ICICI Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,17,,,,,,,0,0,24,0,0,0,0,0,0,0,3.8035088547976783,0.866667,0,0.866667,0,0,0,0,infiniti.icicibank.com,careicicibank.com,1,1,13.248.243.5;76.223.105.230,0,0,6,-1,66,299,8,8,1,1,1,66,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1a4f04cb146d239e,0,2,404,,AAAA:NoAnswer;CNAME:NoAnswer,,success,http_404,success,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,,,,
http://parivahansewak.com,parivahansewak.com,parivahan.gov.in,parivahan sewa,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,18,,,,,,,0,0,25,0,0,0,0,0,0,0,4.003856189774725,0.85,0,0.85,0,0,0,0,parivahan.gov.in,parivahansewak.com,1,1,104.21.29.148;172.67.149.102;2606:4700:3037::6815:1d94;2606:4700:3037::ac43:9566,0,0,8,-1,66,299,4,-1,0,1,1,5,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,,0,0,4cc98bddb5c0ca6a,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,3,1.0,1
http://myaadhaaruidaiis.com,myaadhaaruidaiis.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,19,,,,,,,0,0,27,0,0,0,0,0,0,0,3.778423503030125,0.85,0,0.85,0,0,0,0,uidai.gov.in,myaadhaaruidaiis.com,1,1,145.223.124.161;147.79.72.184;2a02:4780:4a:529:7fb7:4708:eac6:fa50;2a02:4780:4b:ecbc:8d4b:feaa:107c:30d6,0,0,4,-1,24,341,6,6,0,1,1,24,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,c038827f9e071f6e,0,0,2fd9426b9c524222,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,3,1.0,1
http://kirtimukhrahukavach.com,kirtimukhrahukavach.com,kavach.mail.gov.in,National Informatics Centre (NIC),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,20,,,,,,,0,0,30,0,0,0,0,0,0,0,3.7647351787255054,0.85,0,0.85,0,0,0,0,kavach.mail.gov.in,kirtimukhrahukavach.com,1,1,23.227.38.73;2620:127:f00f:d::,0,0,8,-1,24,341,8,-1,0,1,1,24,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,,0,0,600a8c586df84406,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,4,1.0,1
http://icicibanks.net,icicibanks.net,infiniti.icicibank.com,ICICI Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,21,,,,,,,0,0,21,0,0,0,0,0,0,0,3.6537567082870015,0.947368,0,0.947368,0,0,0,0,infiniti.icicibank.com,icicibanks.net,1,1,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,0,0,8,-1,25,340,6,6,1,1,1,25,-1,1,1,1,0,1,0,0,0,1,1,0,1,1,c0971063bf981f73,0,0,37c389162d9a88fe,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,5,1.0,1
http://indusindloans.com,indusindloans.com,indusind.bank.in,IndusInd Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,22,,,,,,,0,0,24,0,0,0,0,0,0,0,3.886842188131012,0.85,0,0.85,0,0,0,0,indusind.bank.in,indusindloans.com,1,1,185.124.111.152;2a02:4780:11:1931:0:1f54:a5db:10,0,0,4,-1,24,341,6,6,0,1,1,24,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,TimeoutError,CNAME:NoAnswer,,success,error,success,empty,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,reliable_negative,,,,
http://icici.financial,icici.financial,icici.bank.in,ICICI Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,23,,,,,,,0,0,22,0,0,0,0,0,0,0,3.351953074246376,0.85,0,0.85,0,0,0,0,icici.bank.in,icici.financial,1,1,2.57.91.91,0,0,4,-1,24,341,6,4,1,1,1,24,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,62d827012f87b261,0,24,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,unlabeled,,,,
http://csp-hdfcbank.com,csp-hdfcbank.com,hdfc.bank.in,HDFC Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,24,,,,,,,0,0,23,0,0,0,0,1,0,1,3.9690016298759927,0.857143,0,0.857143,0,0,0,0,netbanking.hdfcbank.com,csp-hdfcbank.com,1,1,2.57.91.93,0,0,6,-1,24,341,6,-1,0,1,1,24,-1,1,1,0,0,1,1,0,0,0,1,0,0,0,,0,0,824b0899190673b5,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,1,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,0,1,0,unlabeled,,,,
http://irctces.cc,irctces.cc,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,25,,,,,,,0,0,17,0,0,0,0,0,0,0,3.219528282299548,0.85,0,0.85,0,0,0,0,irctc.co.in,irctces.cc,1,1,104.21.82.33;172.67.151.204;2606:4700:3030::6815:5221;2606:4700:3031::ac43:97cc,0,0,8,-1,101,264,6,8,0,1,1,42,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,TimeoutError,CNAME:NoAnswer,,success,error,success,empty,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,,,,
http://kiranvhdfclife.in,kiranvhdfclife.in,hdfc.bank.in,HDFC Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,26,,,,,,,0,0,24,0,0,0,0,0,0,0,3.970175521464345,0.85,0,0.85,0,0,0,0,hdfc.bank.in,kiranvhdfclife.in,1,1,13.248.243.5;185.199.108.153;185.199.109.153;185.199.110.153;185.199.111.153;76.223.105.230,0,0,6,-1,137,228,8,8,1,1,0,-1,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,92c62d3866d19ccf,0,0,e7d69f3435ddc03c,0,1,200,,AAAA:NoAnswer;CNAME:NoAnswer,SSLCertVerificationError,success,success,invalid,success,success,skipped,partial,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,4,0.993247596053726,1
http://hdfcergo.co,hdfcergo.co,hdfc.bank.in,HDFC Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,28,,,,,,,0,0,18,0,0,0,0,0,0,0,3.614369445886757,0.85,0,0.85,0,0,0,0,hdfc.bank.in,hdfcergo.co,1,1,91.195.240.94,0,0,6,-1,98,267,6,-1,1,1,1,22,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,436,,AAAA:NoAnswer;CNAME:NoAnswer,,success,http_436,success,empty,unavailable,success,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,reliable_negative,5,0.0066692622711089855,0
http://myadharuidai.net,myadharuidai.net,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,29,,,,,,,0,0,23,0,0,0,0,0,0,0,3.7622673906514943,0.85,0,0.85,0,0,0,0,uidai.gov.in,myadharuidai.net,1,1,104.21.6.120;172.67.134.212;2606:4700:3033::ac43:86d4;2606:4700:3037::6815:678,0,0,8,-1,93,272,4,-1,0,1,1,34,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,c0e155630eb76ba6,0,0,0fdd021b8d56422a,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive_validation,positive,1,1.0,1
http://myaadhaaruidaiinfo.com,myaadhaaruidaiinfo.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,30,,,,,,,0,0,29,0,0,0,0,0,0,0,3.879893823520666,0.85,0,0.85,0,0,0,0,uidai.gov.in,myaadhaaruidaiinfo.com,1,1,165.22.212.161,0,0,6,-1,131,234,4,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,64bf2ec925cec2fc,0,1,403,,AAAA:NoAnswer;CNAME:NoAnswer,SSLCertVerificationError,success,http_403,invalid,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,reliable_negative,3,0.012342125906522457,0
http://uidaimyaadhaarcard.com,uidaimyaadhaarcard.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,31,,,,,,,0,0,29,0,0,0,0,0,0,0,3.676440908696868,0.85,0,0.85,0,0,0,0,uidai.gov.in,uidaimyaadhaarcard.com,1,1,104.21.4.98;172.67.153.249;2606:4700:3030::ac43:99f9;2606:4700:3032::6815:462,0,0,8,-1,89,276,4,-1,0,1,1,30,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,f545a9ca8895f83c,0,0,4ef90b55bc562a3a,0,1,200,,CNAME:NoAnswer,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,positive,2,1.0,1
http://myaadhaaruidaigov.com,myaadhaaruidaigov.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,32,,,,,,,0,0,28,0,0,0,0,0,0,0,3.892724905113432,0.85,0,0.85,0,0,0,0,uidai.gov.in,myaadhaaruidaigov.com,1,1,104.21.79.7;172.67.139.78;2606:4700:3031::6815:4f07;2606:4700:3035::ac43:8b4e,0,0,8,-1,240,125,4,8,0,1,1,44,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,TimeoutError,CNAME:NoAnswer,,success,error,success,empty,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,,,,
